Ticker,Name,OtherName,Sector,Industry
NRGV,"Energy Vault Holdings, Inc.",Energy Vault,Utilities,Utilities—Renewable
GBIO,Generation Bio Co.,Generation Bio,Healthcare,Biotechnology
ADVM,"Adverum Biotechnologies, Inc.",Adverum Biotechnologies,Healthcare,Biotechnology
TUSK,"Mammoth Energy Services, Inc.",Mammoth Energy Services,Industrials,Conglomerates
HWBK,"Hawthorn Bancshares, Inc.",Hawthorn Bancshares,Financial Services,Banks—Regional
OPBK,OP Bancorp,OP Bancorp (Open Bank),Financial Services,Banks—Regional
ZFOX,"ZeroFox Holdings, Inc.",ZeroFox,Technology,Software—Infrastructure
PBYI,"Puma Biotechnology, Inc.",Puma Biotechnology,Healthcare,Biotechnology
HOFT,Hooker Furnishings Corporation,Hooker Furniture,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AMTX,"Aemetis, Inc.",Aemetis,Energy,Oil & Gas Refining & Marketing
AMPX,"Amprius Technologies, Inc.",Amprius Technologies,Industrials,Electrical Equipment & Parts
RCMT,"RCM Technologies, Inc.",RCM Technologies,Industrials,Conglomerates
IDR,"Idaho Strategic Resources, Inc.",Idaho Strategic Resources,Basic Materials,Gold
SAMG,Silvercrest Asset Management Group Inc.,Silvercrest Asset Management Group,Financial Services,Asset Management
GWH,"ESS Tech, Inc.",ESS Tech,Industrials,Electrical Equipment & Parts
VERU,Veru Inc.,Veru,Healthcare,Biotechnology
EARN,Ellington Credit Company,Ellington Residential Mortgage REIT,Financial Services,Asset Management
ABOS,"Acumen Pharmaceuticals, Inc.",Acumen Pharmaceuticals,Healthcare,Biotechnology
BVFL,"BV Financial, Inc.",BV Financial (BayVanguard),Financial Services,Banks—Regional
CIA,"Citizens, Inc.",Citizens Inc,Financial Services,Insurance—Life
IVVD,"Invivyd, Inc.",Invivyd,Healthcare,Biotechnology
ATOS,"Atossa Therapeutics, Inc.",Atossa Therapeutics,Healthcare,Biotechnology
ASRT,"Assertio Holdings, Inc.",Assertio Therapeutics,Healthcare,Drug Manufacturers—Specialty & Generic
SMID,Smith-Midland Corporation,Smith-Midland,Basic Materials,Building Materials
FTK,"Flotek Industries, Inc.",Flotek Industries,Energy,Oil & Gas Equipment & Services
RIGL,"Rigel Pharmaceuticals, Inc.",Rigel Pharmaceuticals,Healthcare,Biotechnology
CNTX,Context Therapeutics Inc.,Context Therapeutics,Healthcare,Biotechnology
AFBI,"Affinity Bancshares, Inc.",Affinity Bancshares,Financial Services,Banks—Regional
FLYE,"Fly-E Group, Inc.",Fly-E Group,Consumer Cyclical,Auto Manufacturers
INFU,"InfuSystem Holdings, Inc.",InfuSystem,Healthcare,Medical Instruments & Supplies
PESI,"Perma-Fix Environmental Services, Inc.",Perma-Fix Environmental Services,Industrials,Waste Management
LTRX,"Lantronix, Inc.",Lantronix,Technology,Communication Equipment
SYRS,"Syros Pharmaceuticals, Inc.",Syros Pharmaceuticals,Healthcare,Biotechnology
FINW,FinWise Bancorp,FinWise Bancorp,Financial Services,Banks—Regional
MDV,"Modiv Industrial, Inc.",Modiv,Real Estate,REIT—Diversified
CPSI,,Computer Programs and Systems,,
TAYD,"Taylor Devices, Inc.",Taylor Devices,Industrials,Specialty Industrial Machinery
RMBL,"RumbleOn, Inc.",RumbleON,Consumer Cyclical,Auto & Truck Dealerships
GEVO,"Gevo, Inc.",Gevo,Basic Materials,Specialty Chemicals
QSI,Quantum-Si incorporated,Quantum-Si,Healthcare,Medical Devices
GTHX,"G1 Therapeutics, Inc.",G1 Therapeutics,Healthcare,Biotechnology
CMT,"Core Molding Technologies, Inc.",Core Molding Technologies,Basic Materials,Specialty Chemicals
SMXT,"SolarMax Technology, Inc.",SolarMax Technology,Technology,Solar
STKS,"The ONE Group Hospitality, Inc.",The ONE Group Hospitality,Consumer Cyclical,Restaurants
INTT,inTEST Corporation,inTEST Corporation,Technology,Semiconductor Equipment & Materials
INSG,Inseego Corp.,Inseego,Technology,Communication Equipment
MRAM,"Everspin Technologies, Inc.",Everspin Technologies,Technology,Semiconductors
ELA,Envela Corporation,Envela Corporation,Consumer Cyclical,Luxury Goods
CRNC,Cerence Inc.,Cerence,Technology,Software—Application
RMBI,"Richmond Mutual Bancorporation, Inc.",Richmond Mutual Bancorporation,Financial Services,Banks—Regional
TELO,"Telomir Pharmaceuticals, Inc.",Telomir Pharmaceuticals,Healthcare,Biotechnology
EHTH,"eHealth, Inc.",eHealth,Financial Services,Insurance Brokers
GRWG,GrowGeneration Corp.,GrowGeneration,Consumer Cyclical,Specialty Retail
LFT,"Lument Finance Trust, Inc.",Lument Finance Trust,Real Estate,REIT—Mortgage
GALT,Galectin Therapeutics Inc.,Galectin Therapeutics,Healthcare,Biotechnology
CRVO,CervoMed Inc.,CervoMed,Healthcare,Biotechnology
MVST,"Microvast Holdings, Inc.",Microvast,Industrials,Electrical Equipment & Parts
ARC,"ARC Document Solutions, Inc.",ARC Document Solutions,Industrials,Specialty Business Services
ACU,Acme United Corporation,Acme United,Consumer Defensive,Household & Personal Products
QIPT,Quipt Home Medical Corp.,Quipt Home Medical,Healthcare,Medical Devices
LVO,"LiveOne, Inc.",LiveOne,Communication Services,Entertainment
EXFY,"Expensify, Inc.",Expensify,Technology,Software—Application
MMLP,Martin Midstream Partners L.P.,Martin Midstream Partners,Energy,Oil & Gas Midstream
KEQU,Kewaunee Scientific Corporation,Kewaunee Scientific Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BFIN,BankFinancial Corporation,BankFinancial,Financial Services,Banks—Regional
MNSB,"MainStreet Bancshares, Inc.",MainStreet Bancshares,Financial Services,Banks—Regional
ELUT,Elutia Inc.,Elutia,Healthcare,Medical Devices
UBFO,United Security Bancshares,United Security Bancshares,Financial Services,Banks—Regional
WISH,ContextLogic Inc.,ContextLogic (wish.com),Consumer Cyclical,Internet Retail
DLTH,Duluth Holdings Inc.,Duluth Holdings,Consumer Cyclical,Apparel Retail
SKLZ,Skillz Inc.,Skillz,Communication Services,Electronic Gaming & Multimedia
AEVA,"Aeva Technologies, Inc.",Aeva Technologies,Technology,Software—Infrastructure
ANVS,"Annovis Bio, Inc.",Annovis Bio,Healthcare,Biotechnology
KGEI,Kolibri Global Energy Inc.,Kolibri Global Energy,Energy,Oil & Gas E&P
KOSS,Koss Corporation,Koss,Technology,Consumer Electronics
KOD,Kodiak Sciences Inc.,Kodiak Sciences,Healthcare,Biotechnology
BBXIA,"BBX Capital, Inc.",BBX Capital Corporation,Financial Services,Asset Management
MCRB,"Seres Therapeutics, Inc.",Seres Therapeutics,Healthcare,Biotechnology
ORGN,"Origin Materials, Inc.",Origin Materials,Basic Materials,Chemicals
DTC,"Solo Brands, Inc.",Solo Brands,Consumer Cyclical,Internet Retail
PHX,PHX Minerals Inc.,PHX Minerals,Energy,Oil & Gas E&P
SACH,Sachem Capital Corp.,Sachem Capital,Real Estate,REIT—Mortgage
GNSS,Genasys Inc.,Genasys,Technology,Scientific & Technical Instruments
BKUH,"Bakhu Holdings, Corp.",Bakhu Holdings,Healthcare,Drug Manufacturers—Specialty & Generic
BSET,"Bassett Furniture Industries, Incorporated",Bassett Furniture,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
GEOS,Geospace Technologies Corporation,Geospace Technologies,Energy,Oil & Gas Equipment & Services
PROP,Prairie Operating Co.,Prairie Operating,Financial Services,Capital Markets
EPSN,Epsilon Energy Ltd.,Epsilon Energy,Energy,Oil & Gas E&P
HBIO,"Harvard Bioscience, Inc.",Harvard Bioscience,Healthcare,Medical Instruments & Supplies
OPTN,"OptiNose, Inc.",OptiNose,Healthcare,Drug Manufacturers—Specialty & Generic
TVGN,Tevogen Bio Holdings Inc.,Tevogen Bio,Healthcare,Biotechnology
AMLX,"Amylyx Pharmaceuticals, Inc.",Amylyx Pharmaceuticals,Healthcare,Biotechnology
VXRT,"Vaxart, Inc.",Vaxart,Healthcare,Biotechnology
HNVR,"Hanover Bancorp, Inc.",Hanover Bancorp,Financial Services,Banks—Regional
ECBK,"ECB Bancorp, Inc.",ECB Bancorp,Financial Services,Banks—Regional
KRMD,"KORU Medical Systems, Inc.",KORU Medical Systems,Healthcare,Medical Instruments & Supplies
PDSB,PDS Biotechnology Corporation,PDS Biotechnology,Healthcare,Biotechnology
MPAA,"Motorcar Parts of America, Inc.",Motorcar Parts of America,Consumer Cyclical,Auto Parts
OPAD,Offerpad Solutions Inc.,Offerpad,Real Estate,Real Estate Services
CRVS,"Corvus Pharmaceuticals, Inc.",Corvus Pharmaceuticals,Healthcare,Biotechnology
NVCT,"Nuvectis Pharma, Inc.",Nuvectis Pharma,Healthcare,Biotechnology
SBNY,Signature Bank,Signature Bank,Financial Services,Banks—Regional
WHG,"Westwood Holdings Group, Inc.",Westwood Holdings Group,Financial Services,Asset Management
FGBI,"First Guaranty Bancshares, Inc.",First Guaranty Bancshares,Financial Services,Banks—Regional
PRPL,"Purple Innovation, Inc.",Purple Innovation,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
CHMI,Cherry Hill Mortgage Investment Corporation,Cherry Hill Mortgage Investment,Real Estate,REIT—Mortgage
ALTO,"Alto Ingredients, Inc.",Alto Ingredients,Basic Materials,Specialty Chemicals
BKKT,"Bakkt Holdings, Inc.",Bakkt Holdings,Technology,Software—Infrastructure
SNCR,"Synchronoss Technologies, Inc.",Synchronoss,Technology,Software—Infrastructure
CMPX,"Compass Therapeutics, Inc.",Compass Therapeutics,Healthcare,Biotechnology
GAIA,"Gaia, Inc.",Gaia,Communication Services,Entertainment
JUSHF,Jushi Holdings Inc.,Jushi Holdings,Healthcare,Drug Manufacturers—Specialty & Generic
KOPN,Kopin Corporation,Kopin Corporation,Technology,Electronic Components
RGLS,Regulus Therapeutics Inc.,Regulus Therapeutics,Healthcare,Biotechnology
GECC,Great Elm Capital Corp.,Great Elm Capital,Financial Services,Asset Management
DHX,"DHI Group, Inc.",DHI Group,Technology,Software—Application
WMPN,William Penn Bancorporation,William Penn Bancorp,Financial Services,Banks—Regional
AUID,authID Inc.,authID,Technology,Software—Infrastructure
TELA,"TELA Bio, Inc.",TELA Bio,Healthcare,Medical Devices
BCOV,Brightcove Inc.,Brightcove,Technology,Software—Application
SKIL,Skillsoft Corp.,Skillsoft,Consumer Defensive,Education & Training Services
ATOM,Atomera Incorporated,Atomera,Technology,Semiconductor Equipment & Materials
SFBC,"Sound Financial Bancorp, Inc.",Sound Financial Bancorp,Financial Services,Banks—Regional
CATO,The Cato Corporation,Cato Fashion,Consumer Cyclical,Apparel Retail
FONR,FONAR Corporation,Fonar Corporation,Healthcare,Diagnostics & Research
SEER,"Seer, Inc.",Seer,Healthcare,Biotechnology
CCRD,CoreCard Corporation,CoreCard,Technology,Software—Application
LARK,"Landmark Bancorp, Inc.",Landmark Bancorp,Financial Services,Banks—Regional
ACR,ACRES Commercial Realty Corp.,ACRES Commercial Realty,Real Estate,REIT—Mortgage
DERM,Journey Medical Corporation,Journey Medical,Healthcare,Drug Manufacturers—Specialty & Generic
ATYR,"aTyr Pharma, Inc.",aTyr Pharma,Healthcare,Biotechnology
LUNA,Luna Innovations Incorporated,Luna Innovations,Technology,Scientific & Technical Instruments
ORMP,Oramed Pharmaceuticals Inc.,Oramed Pharmaceuticals,Healthcare,Biotechnology
FRD,"Friedman Industries, Incorporated",Friedman Industries,Basic Materials,Steel
RRGB,"Red Robin Gourmet Burgers, Inc.",Red Robin,Consumer Cyclical,Restaurants
AKYA,"Akoya Biosciences, Inc.",Akoya Biosciences,Healthcare,Medical Instruments & Supplies
UFI,"Unifi, Inc.",Unifi,Consumer Cyclical,Textile Manufacturing
GIFI,"Gulf Island Fabrication, Inc.",Gulf Island Fabrication,Industrials,Metal Fabrication
KPTI,Karyopharm Therapeutics Inc.,Karyopharm Therapeutics,Healthcare,Biotechnology
STRT,Strattec Security Corporation,Strattec Security,Consumer Cyclical,Auto Parts
FNGR,"FingerMotion, Inc.",FingerMotion,Communication Services,Telecom Services
WW,"WW International, Inc.",Weight Watchers,Consumer Cyclical,Personal Services
VCSA,"Vacasa, Inc.",Vacasa,Technology,Software—Application
BZFD,"BuzzFeed, Inc.",Buzzfeed,Communication Services,Internet Content & Information
CTMX,"CytomX Therapeutics, Inc.",CytomX Therapeutics,Healthcare,Biotechnology
IVAC,"Intevac, Inc.",Intevac,Industrials,Specialty Industrial Machinery
TZOO,Travelzoo,Travelzoo,Communication Services,Advertising Agencies
HURC,"Hurco Companies, Inc.",Hurco Companies,Industrials,Specialty Industrial Machinery
COYA,"Coya Therapeutics, Inc.",Coya Therapeutics,Healthcare,Biotechnology
ISSC,"Innovative Solutions and Support, Inc.",Innovative Solutions and Support,Industrials,Aerospace & Defense
BYSI,BeyondSpring Inc.,BeyondSpring,Healthcare,Biotechnology
OMGA,"Omega Therapeutics, Inc.",Omega Therapeutics,Healthcare,Biotechnology
MPTI,"M-tron Industries, Inc.",M-tron Industries,Technology,Electronic Components
PLCE,"The Children's Place, Inc.",The Children's Place,Consumer Cyclical,Apparel Retail
ATHA,"Athira Pharma, Inc.",Athira Pharma,Healthcare,Biotechnology
RAPT,"RAPT Therapeutics, Inc.",RAPT Therapeutics,Healthcare,Biotechnology
IMUX,"Immunic, Inc.",Immunic,Healthcare,Biotechnology
UNB,"Union Bankshares, Inc.",Union Bankshares,Financial Services,Banks—Regional
VERI,"Veritone, Inc.",Veritone,Technology,Software—Infrastructure
OPI,Office Properties Income Trust,Office Properties Income Trust,Real Estate,REIT—Office
TYGO,"Tigo Energy, Inc.",Tigo Energy,Technology,Solar
ARMP,"Armata Pharmaceuticals, Inc.",Armata Pharmaceuticals,Healthcare,Biotechnology
DOUG,Douglas Elliman Inc.,Douglas Elliman,Real Estate,Real Estate Services
ELDN,"Eledon Pharmaceuticals, Inc.",Eledon Pharmaceuticals,Healthcare,Biotechnology
CLSD,"Clearside Biomedical, Inc.",Clearside Biomedical,Healthcare,Biotechnology
CTXR,"Citius Pharmaceuticals, Inc.",Citius Pharmaceuticals,Healthcare,Biotechnology
SBFG,"SB Financial Group, Inc.",SB Financial Group,Financial Services,Banks—Regional
INVE,"Identiv, Inc.",Identiv,Technology,Computer Hardware
PFX,PhenixFIN Corporation,PhenixFIN,Financial Services,Asset Management
SGMT,Sagimet Biosciences Inc.,Sagimet Biosciences,Healthcare,Biotechnology
SATL,Satellogic Inc.,Satellogic,Industrials,Aerospace & Defense
OVBC,Ohio Valley Banc Corp.,Ohio Valley Banc Corp,Financial Services,Banks—Regional
BGSF,"BGSF, Inc.",BG Staffing,Industrials,Staffing & Employment Services
SGA,"Saga Communications, Inc.",Saga Communications,Communication Services,Broadcasting
DIT,AMCON Distributing Company,AMCON Distributing Company,Consumer Defensive,Food Distribution
AMWL,American Well Corporation,American Well,Healthcare,Health Information Services
HGBL,Heritage Global Inc.,Heritage Global,Financial Services,Capital Markets
BOLD,"Boundless Bio, Inc.",Boundless Bio,Healthcare,Biotechnology
SSSS,SuRo Capital Corp.,SuRo Capital,Financial Services,Asset Management
SOL,Emeren Group Ltd,ReneSola,Technology,Solar
ASYS,"Amtech Systems, Inc.",Amtech Systems,Technology,Semiconductor Equipment & Materials
XFOR,"X4 Pharmaceuticals, Inc.",X4 Pharmaceuticals,Healthcare,Biotechnology
SKYX,SKYX Platforms Corp.,SKYX Platforms,Industrials,Electrical Equipment & Parts
VTGN,"Vistagen Therapeutics, Inc.",VistaGen Therapeutics,Healthcare,Biotechnology
ASXC,"Asensus Surgical, Inc.",Asensus Surgical,Healthcare,Medical Devices
RLMD,"Relmada Therapeutics, Inc.",Relmada Therapeutics,Healthcare,Biotechnology
OMEX,"Odyssey Marine Exploration, Inc.",Odyssey Marine Exploration,Basic Materials,Other Industrial Metals & Mining
RR,Richtech Robotics Inc.,Richtech Robotics,Industrials,Specialty Industrial Machinery
MKFG,Markforged Holding Corporation,Markforged,Technology,Computer Hardware
HOWL,"Werewolf Therapeutics, Inc.",Werewolf Therapeutics,Healthcare,Biotechnology
SND,"Smart Sand, Inc.",Smart Sand,Energy,Oil & Gas Equipment & Services
OPRT,Oportun Financial Corporation,Oportun Financial,Financial Services,Credit Services
SERV,Serve Robotics Inc.,Serve Robotics,Industrials,Specialty Industrial Machinery
SUP,"Superior Industries International, Inc.",Superior Industries International,Consumer Cyclical,Auto Parts
FNWB,First Northwest Bancorp,First Northwest Bancorp,Financial Services,Banks—Regional
KVHI,"KVH Industries, Inc.",KVH Industries,Technology,Communication Equipment
ACET,"Adicet Bio, Inc.",Adicet Bio,Healthcare,Biotechnology
SRTS,"Sensus Healthcare, Inc.",Sensus Healthcare,Healthcare,Medical Devices
RBKB,"Rhinebeck Bancorp, Inc.",Rhinebeck Bancorp,Financial Services,Banks—Regional
AISP,"Airship AI Holdings, Inc.",Airship AI,Technology,Software—Infrastructure
PED,PEDEVCO Corp.,PEDEVCO,Energy,Oil & Gas E&P
BNTC,Benitec Biopharma Inc.,Benitec Biopharma,Healthcare,Biotechnology
CMTL,Comtech Telecommunications Corp.,Comtech Telecommunications,Technology,Communication Equipment
XTNT,"Xtant Medical Holdings, Inc.",Xtant Medical,Healthcare,Medical Devices
ACRS,"Aclaris Therapeutics, Inc.",Aclaris Therapeutics,Healthcare,Diagnostics & Research
RCAT,"Red Cat Holdings, Inc.",Red Cat Holdings,Technology,Computer Hardware
FEIM,"Frequency Electronics, Inc.",Frequency Electronics,Technology,Communication Equipment
FORA,Forian Inc.,Forian,Healthcare,Health Information Services
VTSI,"VirTra, Inc.",VirTra,Technology,Software—Application
PROV,"Provident Financial Holdings, Inc.",Provident Financial Holdings,Financial Services,Banks—Regional
DOMA,Doma Holdings Inc.,Doma,Financial Services,Insurance—Property & Casualty
MNTX,"Manitex International, Inc.",Manitex International,Industrials,Farm & Heavy Construction Machinery
MYO,"Myomo, Inc.",Myomo,Healthcare,Medical Devices
RSSS,"Research Solutions, Inc.",Research Solutions,Technology,Software—Application
CXDO,"Crexendo, Inc.",Crexendo,Communication Services,Telecom Services
NHTC,Natural Health Trends Corp.,Natural Health Trends,Consumer Cyclical,Internet Retail
STCN,"Steel Connect, Inc.",Steel Connect,Industrials,Integrated Freight & Logistics
TTOO,"T2 Biosystems, Inc.",T2 Biosystems,Healthcare,Diagnostics & Research
VATE,INNOVATE Corp.,INNOVATE Corp.,Industrials,Engineering & Construction
CBSTF,The Cannabist Company Holdings Inc.,The Cannabist Company,Healthcare,Drug Manufacturers—Specialty & Generic
ALVR,"AlloVir, Inc.",AlloVir,Healthcare,Biotechnology
RVSB,"Riverview Bancorp, Inc.",Riverview Bancorp,Financial Services,Banks—Regional
HYZN,Hyzon Motors Inc.,Hyzon Motors,Consumer Cyclical,Auto Parts
FAT,FAT Brands Inc.,FAT Brands,Consumer Cyclical,Restaurants
IKNA,"Ikena Oncology, Inc.",Ikena Oncology,Healthcare,Biotechnology
BEEM,Beam Global,Beam Global,Technology,Solar
PETS,"PetMed Express, Inc.",1-800-PetMeds,Healthcare,Pharmaceutical Retailers
SPWH,"Sportsman's Warehouse Holdings, Inc.",Sportsman's Warehouse,Consumer Cyclical,Specialty Retail
VIA,"Via Renewables, Inc.",Via Renewables,Utilities,Utilities—Regulated Electric
PSNL,"Personalis, Inc.",Personalis,Healthcare,Diagnostics & Research
OPTX,"Syntec Optics Holdings, Inc.",Syntec Optics,Technology,Electronic Components
KLXE,"KLX Energy Services Holdings, Inc.",KLX Energy Services,Energy,Oil & Gas Equipment & Services
WRAP,"Wrap Technologies, Inc.",Wrap Technologies,Technology,Scientific & Technical Instruments
BIRD,"Allbirds, Inc.",Allbirds,Consumer Cyclical,Apparel Retail
FEAM,"5E Advanced Materials, Inc.",5E Advanced Materials,Basic Materials,Specialty Chemicals
ANTX,"AN2 Therapeutics, Inc.",AN2 Therapeutics,Healthcare,Biotechnology
NEOV,NeoVolta Inc.,NeoVolta,Industrials,Electrical Equipment & Parts
VUZI,Vuzix Corporation,Vuzix,Technology,Consumer Electronics
PBHC,"Pathfinder Bancorp, Inc.",Pathfinder Bancorp,Financial Services,Banks—Regional
BLGO,"BioLargo, Inc.",BioLargo,Basic Materials,Chemicals
PMVP,"PMV Pharmaceuticals, Inc.",PMV Pharmaceuticals,Healthcare,Biotechnology
CASI,"CASI Pharmaceuticals, Inc.",CASI Pharmaceuticals,Healthcare,Biotechnology
LPTX,"Leap Therapeutics, Inc.",Leap Therapeutics,Healthcare,Biotechnology
UONE,"Urban One, Inc.",Urban One,Communication Services,Broadcasting
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",Lulu's Fashion Lounge,Consumer Cyclical,Apparel Retail
LFVN,LifeVantage Corporation,Lifevantage,Consumer Defensive,Packaged Foods
LAZY,"Lazydays Holdings, Inc.",Lazydays Holdings,Consumer Cyclical,Auto & Truck Dealerships
OPOF,Old Point Financial Corporation,Old Point Financial,Financial Services,Banks—Regional
CMRX,"Chimerix, Inc.",Chimerix,Healthcare,Biotechnology
CNTY,"Century Casinos, Inc.",Century Casinos,Consumer Cyclical,Resorts & Casinos
USGO,U.S. GoldMining Inc.,U.S. GoldMining,Basic Materials,Other Industrial Metals & Mining
CULL,"Cullman Bancorp, Inc.",Cullman Bancorp,Financial Services,Banks—Regional
MGYR,"Magyar Bancorp, Inc.",Magyar Bancorp,Financial Services,Banks—Regional
OFED,Oconee Federal Financial Corp.,Oconee Federal Financial,Financial Services,Banks—Regional
PFIE,"Profire Energy, Inc.",Profire Energy,Energy,Oil & Gas Equipment & Services
XPL,Solitario Resources Corp.,Solitario Zinc,Basic Materials,Other Industrial Metals & Mining
SLNG,"Stabilis Solutions, Inc.",Stabilis Solutions,Energy,Oil & Gas Integrated
ANIX,"Anixa Biosciences, Inc.",Anixa Biosciences,Healthcare,Biotechnology
UPLD,"Upland Software, Inc.",Upland Software,Technology,Software—Application
MAIA,"MAIA Biotechnology, Inc.",MAIA Biotechnology,Healthcare,Biotechnology
VBFC,Village Bank and Trust Financial Corp.,Village Bank and Trust Financial,Financial Services,Banks—Regional
ALUR,Allurion Technologies Inc.,Allurion Technologies,Healthcare,Medical Devices
HYPR,"Hyperfine, Inc.",Hyperfine,Healthcare,Medical Devices
FFNTF,4Front Ventures Corp.,4Front Ventures,Healthcare,Drug Manufacturers—Specialty & Generic
SSIC,Silver Spike Investment Corp.,Silver Spike Investment,Financial Services,Asset Management
FGEN,"FibroGen, Inc.",FibroGen,Healthcare,Biotechnology
TSE,Trinseo PLC,Trinseo,Basic Materials,Specialty Chemicals
EGRX,"Eagle Pharmaceuticals, Inc.",Eagle Pharmaceuticals,Healthcare,Drug Manufacturers—Specialty & Generic
ICCH,"ICC Holdings, Inc.",ICC Holdings,Financial Services,Insurance—Specialty
FOSL,"Fossil Group, Inc.",Fossil Group,Consumer Cyclical,Footwear & Accessories
NDLS,Noodles & Company,Noodles &amp; Company,Consumer Cyclical,Restaurants
SPRO,"Spero Therapeutics, Inc.",Spero Therapeutics,Healthcare,Biotechnology
SCYX,"SCYNEXIS, Inc.",SCYNEXIS,Healthcare,Drug Manufacturers—Specialty & Generic
CSLR,"Complete Solaria, Inc.",Complete Solaria,Technology,Solar
SLS,"SELLAS Life Sciences Group, Inc.",Sellas Life Sciences,Healthcare,Biotechnology
IDN,"Intellicheck, Inc.",Intellicheck,Technology,Software—Application
LEE,"Lee Enterprises, Incorporated",Lee Enterprises,Communication Services,Publishing
NVNO,enVVeno Medical Corporation,enVVeno Medical Corporation,Healthcare,Medical Devices
VSTM,"Verastem, Inc.",Verastem Oncology,Healthcare,Biotechnology
LSBK,"Lake Shore Bancorp, Inc.",Lake Shore Bancorp,Financial Services,Banks—Regional
MNOV,"MediciNova, Inc.",MediciNova,Healthcare,Biotechnology
KRON,"Kronos Bio, Inc.",Kronos Bio,Healthcare,Biotechnology
TBNK,Territorial Bancorp Inc.,Territorial Bancorp,Financial Services,Banks—Regional
GROV,"Grove Collaborative Holdings, Inc.",Grove Collaborative,Consumer Defensive,Household & Personal Products
MRMD,MariMed Inc.,MariMed,Healthcare,Drug Manufacturers—Specialty & Generic
LIVE,Live Ventures Incorporated,Live Ventures,Consumer Cyclical,Home Improvement Retail
GNLX,Genelux Corporation,Genelux,Healthcare,Biotechnology
BEAT,"HeartBeam, Inc.",HeartBeam,Healthcare,Health Information Services
VANI,"Vivani Medical, Inc.",Vivani Medical,Healthcare,Biotechnology
GLT,Glatfelter Corporation,Glatfelter,Basic Materials,Paper & Paper Products
SGMO,"Sangamo Therapeutics, Inc.",Sangamo Therapeutics,Healthcare,Biotechnology
KPLT,"Katapult Holdings, Inc.",Katapult Holdings,Technology,Software—Infrastructure
KULR,"KULR Technology Group, Inc.",KULR Technology,Technology,Electronic Components
AIRG,"Airgain, Inc.",Airgain,Technology,Communication Equipment
PPIH,"Perma-Pipe International Holdings, Inc.",Perma-Pipe International,Industrials,Building Products & Equipment
SIEB,Siebert Financial Corp.,Siebert Financial,Financial Services,Capital Markets
BWEN,"Broadwind, Inc.",Broadwind,Industrials,Specialty Industrial Machinery
EGIO,"Edgio, Inc.",Edgio,Technology,Software—Infrastructure
MGRM,Monogram Technologies Inc.,Monogram Orthopaedics,Healthcare,Medical Devices
INTS,"Intensity Therapeutics, Inc.",Intensity Therapeutics,Healthcare,Biotechnology
NB,NioCorp Developments Ltd.,NioCorp Developments,Basic Materials,Other Industrial Metals & Mining
MRNS,"Marinus Pharmaceuticals, Inc.",Marinus Pharmaceuticals,Healthcare,Biotechnology
PET,Wag! Group Co.,Wag! Group,Technology,Software—Application
CVM,CEL-SCI Corporation,Cel-Sci,Healthcare,Biotechnology
CURI,CuriosityStream Inc.,CuriosityStream,Communication Services,Broadcasting
VTNR,"Vertex Energy, Inc.",Vertex Energy,Energy,Oil & Gas Refining & Marketing
MCHX,"Marchex, Inc.",Marchex,Communication Services,Advertising Agencies
ALLK,Allakos Inc.,Allakos,Healthcare,Biotechnology
SOTK,Sono-Tek Corporation,Sono-Tek Corporation,Technology,Scientific & Technical Instruments
TIL,"Instil Bio, Inc.",Instil Bio,Healthcare,Biotechnology
VIVK,"Vivakor, Inc.",Vivakor,Energy,Oil & Gas Integrated
CELU,Celularity Inc.,Celularity,Healthcare,Biotechnology
DTIL,"Precision BioSciences, Inc.",Precision BioSciences,Healthcare,Biotechnology
SSBI,Summit State Bank,Summit State Bank,Financial Services,Banks—Regional
BCAB,"BioAtla, Inc.",BioAtla,Healthcare,Biotechnology
CCEL,"Cryo-Cell International, Inc.",Cryo-Cell,Healthcare,Medical Care Facilities
HHS,"Harte Hanks, Inc.",Harte Hanks,Industrials,Conglomerates
GRTS,"Gritstone bio, Inc.",Gritstone bio,Healthcare,Biotechnology
DNMR,"Danimer Scientific, Inc.",Danimer Scientific,Basic Materials,Specialty Chemicals
CMBM,Cambium Networks Corporation,Cambium Networks,Technology,Communication Equipment
VOXX,VOXX International Corporation,Voxx International,Technology,Consumer Electronics
IMMX,"Immix Biopharma, Inc.",Immix Biopharma,Healthcare,Biotechnology
VOR,Vor Biopharma Inc.,Vor Biopharma,Healthcare,Biotechnology
ALRN,"Aileron Therapeutics, Inc.",Aileron Therapeutics,Healthcare,Biotechnology
PRPH,"ProPhase Labs, Inc.",ProPhase Labs,Healthcare,Diagnostics & Research
MESA,"Mesa Air Group, Inc.",Mesa Air,Industrials,Airlines
TUP,Tupperware Brands Corporation,Tupperware Brands,Consumer Cyclical,Packaging & Containers
SCOR,"comScore, Inc.",Comscore,Communication Services,Internet Content & Information
LOAN,"Manhattan Bridge Capital, Inc.",Manhattan Bridge Capital,Real Estate,REIT—Mortgage
SER,"Serina Therapeutics, Inc.",Serina Therapeutics,Healthcare,Biotechnology
RAIL,"FreightCar America, Inc.",FreightCar America,Industrials,Railroads
AIRT,"Air T, Inc.",Air T,Industrials,Conglomerates
